date,tag,comment,unit,reps,work dur.,pause btw. reps,sets,pause btw. sets,mvc,Work Level (% of mvc),Rest level (% of mvc)
2023-30-04 11:30:51,36946123,,SI,24,7,3,1,5,-,-,-
