time,weight
0.05436,0.7307383537292482
0.06577,0.6461574554443361
0.07718,0.583305072784424
0.08859,0.542472553253174
0.099999,0.5145217895507814
0.111406,0.4877864837646486
0.122816,0.4683911323547365
0.134227,0.44943351745605487
0.145638,0.4391281127929689
0.157049,0.4178854942321779
0.168459,0.40621919631958026
0.17987,0.40777463912963885
0.191281,0.39285154342651385
0.202691,0.38521976470947283
0.214102,0.3803588867187502
0.236923,0.37326164245605487
0.248332,0.3740880012512209
0.259743,0.3568803787231447
0.271152,0.3345682144165041
0.282562,0.3369986534118654
0.293972,0.34385271072387713
0.305383,0.3430263519287111
0.316794,0.3267910003662111
0.328205,0.3107497215270998
0.339614,0.3032638549804689
0.351023,0.3011734008789064
0.362433,0.3107983589172365
0.373844,0.3079301834106447
0.385254,0.30127067565917987
0.396664,0.3024374961853029
0.419485,0.2846462249755861
0.430894,0.27536172866821307
0.442304,0.26646585464477557
0.453716,0.26802129745483416
0.465126,0.27351446151733416
0.476536,0.27424354553222674
0.487946,0.27716035842895526
0.499356,0.27531309127807635
0.510767,0.2796394348144533
0.522176,0.2840625762939455
0.533585,0.2914030075073244
0.544995,0.2879516601562502
0.556404,0.3049652099609377
0.567814,0.30724973678588885
0.579224,0.3084647178649904
0.602044,0.3094856262207033
0.613454,0.3173605918884279
0.624863,0.3089510917663576
0.636273,0.31483287811279315
0.647683,0.3217842102050783
0.659092,0.328297805786133
0.670502,0.33102006912231463
0.681912,0.3458458900451662
0.693321,0.35513038635253924
0.704732,0.3558108329772951
0.71614,0.35406084060668963
0.72755,0.3569290161132814
0.738959,0.3657271385192873
0.75037,0.3515817642211916
0.761779,0.3497831344604494
0.784598,0.3697134971618654
0.796007,0.38366432189941424
0.807416,0.3756920814514162
0.818825,0.3748657226562502
0.830236,0.36932439804077166
0.841646,0.35984535217285174
0.853055,0.359796714782715
0.864465,0.3692271232604982
0.875874,0.38862247467041033
0.887284,0.3918792724609377
0.898695,0.39917106628417987
0.910106,0.39892787933349627
0.921517,0.3854143142700197
0.932926,0.37034530639648455
0.944336,0.35231084823608416
0.967157,0.3186728477478029
0.978567,0.3032638549804689
0.989976,0.2799307823181154
1.001386,0.25698728561401385
1.012797,0.25047321319580096
1.024209,0.2762367248535158
1.035618,0.2901389122009279
1.047029,0.3217355728149416
1.058439,0.35828990936279315
1.069849,0.38390750885009783
1.081259,0.4068510055541994
1.09267,0.42687864303588885
1.104079,0.43110771179199237
1.11549,0.45307893753051776
1.126899,0.47320337295532244
1.14972,0.5246812820434572
1.16113,0.57052059173584
1.172541,0.601193141937256
1.183951,0.6324979782104494
1.195361,0.6667677879333498
1.206771,0.6872326850891115
1.218182,0.734918785095215
1.229593,0.7628209114074709
1.241003,0.7605850219726564
1.252414,0.7969934463500978
1.263824,0.862179470062256
1.275234,0.8808943748474123
1.286643,0.8872134208679201
1.298053,0.8760816574096681
1.309463,0.8704916954040529
