date,tag,comment,unit,reps,work dur.,pause btw. reps,sets,pause btw. sets,mvc,Work Level (% of mvc),Rest level (% of mvc)
2023-24-05 20:09:07,36946123&rot-int-der,,SI,3,7,60,1,120,-,-,-
