,time,weight
0,0.05436,0.7307383537292482
1,0.06577,0.6461574554443361
2,0.07718,0.583305072784424
3,0.08859,0.542472553253174
4,0.099999,0.5145217895507814
5,0.111406,0.4877864837646486
6,0.122816,0.4683911323547365
7,0.134227,0.4494335174560548
8,0.145638,0.4391281127929689
9,0.157049,0.4178854942321779
10,0.168459,0.4062191963195802
11,0.17987,0.4077746391296388
12,0.191281,0.3928515434265138
13,0.202691,0.3852197647094728
14,0.214102,0.3803588867187502
15,0.236923,0.3732616424560548
16,0.248332,0.3740880012512209
17,0.259743,0.3568803787231447
18,0.271152,0.3345682144165041
19,0.282562,0.3369986534118654
20,0.293972,0.3438527107238771
21,0.305383,0.3430263519287111
22,0.316794,0.3267910003662111
23,0.328205,0.3107497215270998
24,0.339614,0.3032638549804689
25,0.351023,0.3011734008789064
26,0.362433,0.3107983589172365
27,0.373844,0.3079301834106447
28,0.385254,0.3012706756591798
29,0.396664,0.3024374961853029
30,0.419485,0.2846462249755861
31,0.430894,0.275361728668213
32,0.442304,0.2664658546447755
33,0.453716,0.2680212974548341
34,0.465126,0.2735144615173341
35,0.476536,0.2742435455322267
36,0.487946,0.2771603584289552
37,0.499356,0.2753130912780763
38,0.510767,0.2796394348144533
39,0.522176,0.2840625762939455
40,0.533585,0.2914030075073244
41,0.544995,0.2879516601562502
42,0.556404,0.3049652099609377
43,0.567814,0.3072497367858888
44,0.579224,0.3084647178649904
45,0.602044,0.3094856262207033
46,0.613454,0.3173605918884279
47,0.624863,0.3089510917663576
48,0.636273,0.3148328781127931
49,0.647683,0.3217842102050783
50,0.659092,0.328297805786133
51,0.670502,0.3310200691223146
52,0.681912,0.3458458900451662
53,0.693321,0.3551303863525392
54,0.704732,0.3558108329772951
55,0.71614,0.3540608406066896
56,0.72755,0.3569290161132814
57,0.738959,0.3657271385192873
58,0.75037,0.3515817642211916
59,0.761779,0.3497831344604494
60,0.784598,0.3697134971618654
61,0.796007,0.3836643218994142
62,0.807416,0.3756920814514162
63,0.818825,0.3748657226562502
64,0.830236,0.3693243980407716
65,0.841646,0.3598453521728517
66,0.853055,0.359796714782715
67,0.864465,0.3692271232604982
68,0.875874,0.3886224746704103
69,0.887284,0.3918792724609377
70,0.898695,0.3991710662841798
71,0.910106,0.3989278793334962
72,0.921517,0.3854143142700197
73,0.932926,0.3703453063964845
74,0.944336,0.3523108482360841
75,0.967157,0.3186728477478029
76,0.978567,0.3032638549804689
77,0.989976,0.2799307823181154
78,1.001386,0.2569872856140138
79,1.012797,0.2504732131958009
80,1.024209,0.2762367248535158
81,1.035618,0.2901389122009279
82,1.047029,0.3217355728149416
83,1.058439,0.3582899093627931
84,1.069849,0.3839075088500978
85,1.081259,0.4068510055541994
86,1.09267,0.4268786430358888
87,1.104079,0.4311077117919923
88,1.11549,0.4530789375305177
89,1.126899,0.4732033729553224
90,1.14972,0.5246812820434572
91,1.16113,0.57052059173584
92,1.172541,0.601193141937256
93,1.183951,0.6324979782104494
94,1.195361,0.6667677879333498
95,1.206771,0.6872326850891115
96,1.218182,0.734918785095215
97,1.229593,0.7628209114074709
98,1.241003,0.7605850219726564
99,1.252414,0.7969934463500978
100,1.263824,0.862179470062256
101,1.275234,0.8808943748474123
102,1.286643,0.8872134208679201
103,1.298053,0.8760816574096681
104,1.309463,0.8704916954040529
105,1.332284,0.8789498329162599
106,1.343695,0.8999979019165041
107,1.355104,0.9503089904785158
108,1.366514,0.9917246818542482
109,1.377924,1.0202099800109865
110,1.389335,1.0291053771972658
111,1.400746,1.0437857627868654
112,1.412156,1.0404316902160646
113,1.423565,1.057299327850342
114,1.434976,1.1000272750854494
115,1.446386,1.1319152832031252
116,1.457797,1.1598660469055178
117,1.469209,1.1885945320129396
118,1.480619,1.2363779067993166
119,1.49203,1.2534884929656984
120,1.514854,1.2944180488586428
121,1.526265,1.2838208198547365
122,1.537677,1.275605869293213
123,1.549086,1.2792517662048342
124,1.560496,1.3014177799224855
125,1.571906,1.3212019920349125
126,1.583317,1.3223199367523195
127,1.594728,1.3893043518066408
128,1.606137,1.4042760848999023
129,1.617548,1.417789649963379
130,1.628961,1.4173521518707275
131,1.640372,1.431254577636719
132,1.651782,1.4235255241394045
133,1.663192,1.4471985816955568
134,1.674603,1.5328003883361818
135,1.697423,1.5544805049896242
136,1.708833,1.5607025146484377
137,1.720243,1.5795146942138674
138,1.731654,1.5872921466827394
139,1.743063,1.6126176834106447
140,1.754474,1.6632692337036137
141,1.765884,1.743815612792969
142,1.777295,1.7893144607543947
143,1.788706,1.820327472686768
144,1.800116,1.8741871833801271
145,1.811528,1.918470811843872
146,1.822939,1.9665457725524904
147,1.834349,2.049425792694092
148,1.845759,2.0976466655731203
149,1.857171,2.112812948226929
150,1.879992,2.068335008621216
151,1.891402,2.0206000328063967
152,1.902813,1.9833163738250732
153,1.914225,1.930963706970215
154,1.925635,1.8913952827453613
155,1.937046,1.877055358886719
156,1.948457,1.872874927520752
157,1.959868,1.8709790229797365
158,1.971279,1.8603820323944091
159,1.98269,1.844195079803467
160,1.9941,1.8282024383544924
161,2.005512,1.828931522369385
162,2.016923,1.854840469360352
163,2.028334,1.8795830726623537
164,2.039745,1.8764719486236572
165,2.062566,1.768704128265381
166,2.073976,1.718101215362549
167,2.085386,1.6687621593475344
168,2.096796,1.6531097412109377
169,2.108208,1.6629776477813722
170,2.119618,1.6537901878356935
171,2.131029,1.6541792869567873
172,2.142439,1.6559292793273928
173,2.15385,1.6491238594055178
174,2.165261,1.6431447982788088
175,2.176671,1.637943458557129
176,2.188081,1.6297285079956056
177,2.19949,1.6322562217712404
178,2.2109,1.6453806877136232
179,2.222311,1.6611303806304931
180,2.245132,1.5830144405364992
181,2.256541,1.5363003730773928
182,2.267952,1.5202590942382814
183,2.279363,1.5326547145843508
184,2.290773,1.509905290603638
185,2.302185,1.4035956382751469
186,2.313595,1.3450207233428957
187,2.325005,1.3247990131378176
188,2.336415,1.31741042137146
189,2.347826,1.34662504196167
190,2.359238,1.5771326541900637
191,2.370647,1.7010876655578615
192,2.382057,1.67265100479126
193,2.393467,1.6444086551666262
194,2.404879,1.565806579589844
195,2.427701,1.2194616317749023
196,2.43911,1.0603615760803224
197,2.450521,0.9843356132507326
198,2.461931,0.9489967346191408
199,2.473341,0.9456908226013184
200,2.484755,0.9721347808837892
201,2.496169,0.983461093902588
202,2.507582,0.990411949157715
203,2.518996,1.007668685913086
204,2.530409,1.033723545074463
205,2.541823,1.0521952629089355
206,2.553237,1.02045316696167
207,2.56465,0.9518157958984376
208,2.576064,0.8909565925598146
209,2.587477,0.8492977142333986
210,2.610305,0.9344136238098146
211,2.621722,1.02045316696167
212,2.633137,1.105714511871338
213,2.644551,1.205462169647217
214,2.655965,1.3129870414733888
215,2.667379,1.4334420680999758
216,2.678794,1.5423280715942385
217,2.690207,1.6029932022094728
218,2.701621,1.6317214488983156
219,2.713035,1.6708523750305178
220,2.724449,1.6982683658599855
221,2.735865,1.7010390281677248
222,2.747279,1.6869909286499023
223,2.758693,1.6573388099670412
224,2.770108,1.663949680328369
225,2.792938,1.7423574447631838
226,2.804399,1.727871608734131
227,2.815767,1.7073583126068117
228,2.827181,1.7152330398559572
229,2.838595,1.7281634330749511
230,2.850009,1.7201911926269533
231,2.861424,1.6730398654937746
232,2.872841,1.622874450683594
233,2.884255,1.59662504196167
234,2.895669,1.6136385917663576
235,2.907083,1.607610893249512
236,2.918497,1.6231662750244142
237,2.929911,1.707795810699463
238,2.941324,1.809487533569336
239,2.952738,1.902429533004761
240,2.975566,2.085591268539429
241,2.98698,2.152770233154297
242,2.998395,2.195887041091919
243,3.009809,2.231712532043457
244,3.021222,2.2697739124298097
245,3.032636,2.292863559722901
246,3.04405,2.324800205230713
247,3.055464,2.396840047836304
248,3.066879,2.5239548206329347
249,3.078292,2.667450857162476
250,3.089706,2.7572819709777834
251,3.10112,2.788829755783081
252,3.112535,2.7997183322906496
253,3.123949,2.7809547901153566
254,3.135363,2.778038215637207
255,3.158192,2.8721954345703127
256,3.169606,2.947978210449219
257,3.181021,3.015497159957886
258,3.192436,3.108050298690796
259,3.20385,3.203131151199341
