time,weight
0.236566,2.703150113423665
0.247959,3.0328706105550127
0.259352,3.431811412175496
0.270746,3.897493203481038
0.28214,4.40293820699056
0.293535,4.961270650227864
0.304928,5.592177708943685
0.316322,6.2656181653340655
0.327716,6.9468363126118975
0.339109,7.565736134847005
0.350504,8.080660184224445
0.361897,8.501572926839192
0.373292,8.805092175801594
0.384686,9.0549472173055
0.39608,9.314912160237629
0.418868,9.942659695943195
0.430261,10.309372266133625
0.441656,10.65338357289632
0.453049,10.90508492787679
0.464444,11.062824567159016
0.475837,11.172536214192707
0.487231,11.22940953572591
0.498625,11.28399880727132
0.510018,11.379031499226887
0.521413,11.518686612447102
0.532806,11.709237416585285
0.544199,11.907273610432942
0.555592,12.062095959981281
0.566985,12.21079381306966
0.578379,12.3928378423055
0.601166,12.956467469533283
0.612559,13.23675235112508
0.623952,13.437220414479572
0.635347,13.558403809865315
0.64674,13.616686662038166
0.658134,13.628256638844807
0.66953,13.652317841847736
0.680924,13.697720368703205
0.692319,13.790224870045979
0.703712,13.887297471364338
0.715107,13.958754380544026
0.726501,13.989231904347736
0.737896,14.01713450749715
0.74929,14.098896821339924
0.760685,14.273794968922932
0.783474,14.677498658498127
0.794868,14.77316363652547
0.806263,14.7919758160909
0.817656,14.757267793019611
0.82905,14.71551211675008
0.840446,14.643179734547932
0.851842,14.573231538136799
0.86324,14.528654893239338
0.874634,14.538281281789143
0.886028,14.57473834355672
0.897422,14.640944321950276
0.908816,14.730482896169026
0.92021,14.812683900197346
0.931604,14.855313142140705
0.942998,14.868098100026447
0.965786,14.800579865773518
0.977179,14.679444154103596
0.988574,14.520926316579182
0.999967,14.425944169362385
1.011362,14.415152390797932
1.022757,14.423609574635822
1.034153,14.403971513112385
1.045546,14.364598115285236
1.05694,14.337424119313557
1.068334,14.387492020924885
1.079729,14.512905915578205
1.091122,14.689165910085041
1.102516,14.834654649098713
1.11391,14.892451127370197
1.125304,14.869265397389729
1.148094,14.656985123952229
1.159489,14.608376344045002
1.170882,14.690964539845783
1.182276,14.825127442677815
1.19367,14.920887788136799
1.205064,14.956374009450276
1.216459,14.950394471486408
1.227852,14.96867259343465
1.239247,15.095785935719807
1.250641,15.251726945241291
1.262035,15.308308442433674
1.273429,15.258240540822346
1.284824,15.182118256886799
1.296218,15.121355851491291
1.307613,15.11785586675008
1.330403,15.207880814870197
1.341796,15.254692872365315
1.35319,15.274281342824299
1.364585,15.1943195660909
1.375979,15.07410701115926
1.387374,15.017865022023518
1.398769,15.074543793996174
1.410165,15.191548188527424
1.421561,15.301455338795979
1.432956,15.337668259938557
1.444351,15.271851380666096
1.455746,15.120091279347736
1.46714,15.02253230412801
1.478534,15.007122834523518
1.489928,15.073668320973713
1.51272,15.106043656667072
1.524114,15.046156724294026
1.535509,15.000462373097736
1.546904,15.00605281194051
1.558299,15.053252061208088
1.569693,15.065842469533283
1.581088,14.98660929997762
1.592484,14.847098191579182
1.603879,14.754546006520588
1.615274,14.795815308888752
1.626668,14.886229356129963
1.638063,14.923998673756916
1.649458,14.919672807057697
1.660852,14.92696460088094
1.672248,14.951414903004963
1.69504,15.032593568166096
1.706435,15.120335419972736
1.717829,15.171568711598713
1.729225,15.136765321095783
1.740618,15.070704301198322
1.752013,15.033760865529377
1.763408,15.044842561086018
1.774802,15.115134080251057
1.786197,15.175749619801838
1.797592,15.210991700490315
1.808987,15.233351548512776
1.820382,15.268156846364338
1.831776,15.307774384816486
1.843171,15.360758622487385
1.854566,15.353466828664143
1.877355,15.194512208302815
1.888749,15.208172639211018
1.900146,15.273066361745197
1.911539,15.287747224171955
1.922935,15.200638612111408
1.934329,15.083731492360432
1.945724,15.044697602589924
1.957119,15.140265305836994
1.968513,15.301941712697346
1.979907,15.38083537419637
1.991302,15.285656770070393
2.002698,15.095349152882893
2.014093,14.898236115773518
2.025487,14.817057450612385
2.036882,14.86673625310262
2.059671,14.906500657399494
2.071167,14.82089885075887
2.082461,14.777586778004963
2.093856,14.825564225514729
2.105251,14.887883027394611
2.116645,14.851473649342854
2.12804,14.763441880544026
2.139435,14.70219310124715
2.15083,14.659901460011799
2.162225,14.677645524342854
2.17362,14.757559617360432
2.185014,14.831591447194416
2.196408,14.78560717900594
2.207803,14.638075669606526
2.219197,14.49219783147176
2.253382,14.718283494313557
2.264775,14.718283494313557
2.27617,14.5579670270284
2.287565,14.343840440114338
2.29896,14.246134599049885
2.310355,14.340292771657307
2.321749,14.483109315236408
2.333143,14.488892396291096
2.344538,14.371500809987385
2.355933,14.273064454396565
2.367327,14.325611909230549
2.378722,14.45938762029012
2.390117,14.498663743336994
2.401512,14.379860719045002
2.412907,14.2048176129659
2.435697,14.174532731374104
2.447091,14.195969422658283
2.458485,14.12772258122762
2.469881,14.053932984670002
2.481277,14.043238480885822
2.492672,14.080035050710041
2.504066,14.153340180714924
2.515462,14.24735148747762
2.526856,14.354973634084065
2.538251,14.428860505421955
2.549645,14.444025834401447
2.56104,14.429734071095783
2.572435,14.43192179997762
2.58383,14.476643403371174
2.595226,14.567252000172932
2.618017,14.63409121831258
2.629411,14.644104798634846
2.640807,14.70651896794637
2.652203,14.811953385670979
2.663597,14.883410294850666
2.674992,14.86557086308797
2.686387,14.818419297536213
2.697783,14.778948624928791
2.709178,14.752989610036213
2.720573,14.73519976933797
2.731967,14.756197770436604
2.743362,14.83572467168172
2.754757,14.95681079228719
