time,weight
0.418841,0.7965272267659502
0.430233,0.7723677953084307
0.441626,0.756569703420003
0.453019,0.7579305966695147
0.464413,0.766194661458333
0.475806,0.7715900739034014
0.487199,0.7966726620992022
0.498593,0.8025062878926592
0.509986,0.8003185590108233
0.52138,0.8103807767232256
0.532773,0.8183043797810869
0.544167,0.8194225629170733
0.55556,0.8255470593770342
0.566956,0.8301647504170733
0.578351,0.839011987050374
0.601138,0.8621502717336016
0.612531,0.8603032430013018
0.623924,0.8501923878987627
0.635318,0.8301647504170733
0.646712,0.8138807614644366
0.658106,0.801534016927083
0.669499,0.7938049634297686
0.680893,0.7897218068440752
0.692286,0.7822845776875811
0.703679,0.8010476430257158
0.715073,0.8116930325826006
0.726466,0.8043530782063799
0.737859,0.802846272786458
0.749253,0.7831590970357256
0.760646,0.7523892720540362
0.783434,0.7661460240681963
0.794828,0.7742150624593096
0.806223,0.7986172040303545
0.817616,0.8366788228352862
0.82901,0.9091075261433916
0.840404,1.0346666177113848
0.851797,1.2101481755574541
0.863193,1.5131328900655108
0.874587,1.9528089364369707
0.885981,2.5068150361378985
0.897375,3.163922627766927
0.908768,3.9790604909261065
0.920161,5.010706742604573
0.931555,6.28146489461263
0.942949,7.680163701375325
0.965737,10.27213700612386
0.977131,11.072984059651692
0.988525,11.29119332631429
0.999918,10.662425359090168
1.011311,9.339362462361652
1.022705,8.208114941914875
1.034113,8.12295087178548
1.045493,9.329058011372883
1.056887,10.958507855733234
1.068281,12.073519070943195
1.079674,12.500605901082356
1.091068,12.189793904622395
1.102462,11.131266911824543
1.113855,9.870620091756184
1.125249,9.25001843770345
1.148038,10.6769593556722
1.159433,11.450827916463215
1.170826,11.647065480550129
1.18222,11.290317853291828
1.193614,10.577649434407551
1.205065,10.001914342244465
1.216403,10.047948201497395
1.227796,10.829448064168293
1.23919,11.81044324239095
1.250583,12.472314198811848
1.261977,12.689405759175617
1.273371,12.470953305562336
1.284764,11.935953458150227
1.296158,11.420203526814777
1.307552,11.303539594014484
1.330342,12.17268403371175
1.341736,12.462300618489582
1.35313,12.521604855855305
1.364523,12.413885434468586
1.375918,12.144830067952473
1.387314,11.928808530171711
1.398708,12.040221532185871
1.410102,12.53910477956136
1.421496,13.135109742482502
1.43289,13.563605149586994
1.444287,13.702338059743244
1.455681,13.567347367604572
1.467076,13.239474137624104
1.478471,12.946698029836018
1.489867,12.9218586285909
1.512655,13.34072955449422
1.52405,13.419962724049885
1.535445,13.352152665456135
1.546838,13.183184464772541
1.558231,13.049750169118244
1.569622,13.113478501637776
1.581014,13.391962846120197
1.592406,13.773356278737385
1.603798,14.06900103886922
1.615191,14.167532761891682
1.626582,14.070071061452229
1.637975,13.863041718800861
1.649367,13.705643494923908
1.66076,13.668747742970783
1.672154,13.700100739796955
1.694939,13.702191193898518
1.706332,13.56637652715047
1.717723,13.374464829762776
1.729116,13.27466853459676
1.740508,13.37460978825887
1.7519,13.659754594167072
1.763292,13.969982941945393
1.774685,14.156109650929768
1.786078,14.123394807179768
1.79747,13.907811005910236
1.808862,13.618388017018635
1.820254,13.462157090504963
1.831647,13.496523698170979
1.843041,13.602833588918049
1.854437,13.647068818410236
1.877228,13.451510270436604
1.888622,13.388609727223713
1.900018,13.47834285100301
1.911413,13.711039384206135
1.922808,14.03653033574422
1.934203,14.309473832448322
1.945598,14.41860278447469
1.956994,14.347437699635822
1.968388,14.122666200002033
1.979783,13.878451188405354
1.991178,13.793091615041096
2.002573,13.864937623341877
2.013968,13.979657014211018
2.025362,14.051792939503986
2.036756,13.990496476491291
2.059547,13.697281678517658
2.070942,13.6993244489034
2.082336,13.893519242604572
2.093731,14.174630006154377
2.105126,14.360709031422932
2.116522,14.371403535207111
2.127917,14.270634492238361
2.139312,14.16602595647176
2.150707,14.146193345387776
2.162103,14.227177460988361
