date,tag,comment,unit,reps,work dur.,pause btw. reps,sets,pause btw. sets,mvc,Work Level (% of mvc),Rest level (% of mvc)
2023-08-05 20:21:14,36946123_05-08-23_Isquio_Der,,SI,3,7,60,1,120,-,-,-
