,time,weight
0,0.236566,2.703150113423665
1,0.247959,3.0328706105550127
2,0.259352,3.431811412175496
3,0.270746,3.897493203481038
4,0.28214,4.40293820699056
5,0.293535,4.961270650227864
6,0.304928,5.592177708943685
7,0.316322,6.2656181653340655
8,0.327716,6.9468363126118975
9,0.339109,7.565736134847005
10,0.350504,8.080660184224445
11,0.361897,8.501572926839192
12,0.373292,8.805092175801594
13,0.384686,9.0549472173055
14,0.39608,9.314912160237627
15,0.418868,9.942659695943195
16,0.430261,10.309372266133623
17,0.441656,10.65338357289632
18,0.453049,10.90508492787679
19,0.464444,11.062824567159016
20,0.475837,11.172536214192707
21,0.487231,11.22940953572591
22,0.498625,11.28399880727132
23,0.510018,11.379031499226889
24,0.521413,11.518686612447102
25,0.532806,11.709237416585283
26,0.544199,11.907273610432942
27,0.555592,12.06209595998128
28,0.566985,12.21079381306966
29,0.578379,12.3928378423055
30,0.601166,12.956467469533283
31,0.612559,13.23675235112508
32,0.623952,13.437220414479572
33,0.635347,13.558403809865316
34,0.64674,13.616686662038166
35,0.658134,13.628256638844809
36,0.66953,13.652317841847736
37,0.680924,13.697720368703203
38,0.692319,13.79022487004598
39,0.703712,13.887297471364338
40,0.715107,13.958754380544026
41,0.726501,13.989231904347736
42,0.737896,14.01713450749715
43,0.74929,14.098896821339924
44,0.760685,14.273794968922932
45,0.783474,14.677498658498129
46,0.794868,14.77316363652547
47,0.806263,14.7919758160909
48,0.817656,14.757267793019611
49,0.82905,14.71551211675008
50,0.840446,14.643179734547932
51,0.851842,14.5732315381368
52,0.86324,14.528654893239338
53,0.874634,14.538281281789144
54,0.886028,14.57473834355672
55,0.897422,14.640944321950276
56,0.908816,14.730482896169026
57,0.92021,14.812683900197346
58,0.931604,14.855313142140703
59,0.942998,14.868098100026447
60,0.965786,14.800579865773518
61,0.977179,14.679444154103596
62,0.988574,14.520926316579182
63,0.999967,14.425944169362385
64,1.011362,14.415152390797932
65,1.022757,14.423609574635822
66,1.034153,14.403971513112385
67,1.045546,14.364598115285236
68,1.05694,14.337424119313557
69,1.068334,14.387492020924885
70,1.079729,14.512905915578203
71,1.091122,14.68916591008504
72,1.102516,14.834654649098711
73,1.11391,14.892451127370196
74,1.125304,14.869265397389729
75,1.148094,14.656985123952229
76,1.159489,14.608376344045002
77,1.170882,14.690964539845783
78,1.182276,14.825127442677816
79,1.19367,14.9208877881368
80,1.205064,14.956374009450276
81,1.216459,14.950394471486408
82,1.227852,14.96867259343465
83,1.239247,15.095785935719809
84,1.250641,15.251726945241291
85,1.262035,15.308308442433674
86,1.273429,15.258240540822346
87,1.284824,15.1821182568868
88,1.296218,15.121355851491291
89,1.307613,15.11785586675008
90,1.330403,15.207880814870196
91,1.341796,15.254692872365316
92,1.35319,15.2742813428243
93,1.364585,15.1943195660909
94,1.375979,15.07410701115926
95,1.387374,15.017865022023518
96,1.398769,15.074543793996174
97,1.410165,15.191548188527424
98,1.421561,15.30145533879598
99,1.432956,15.337668259938557
100,1.444351,15.271851380666096
101,1.455746,15.120091279347736
102,1.46714,15.02253230412801
103,1.478534,15.007122834523518
104,1.489928,15.073668320973711
105,1.51272,15.106043656667072
106,1.524114,15.046156724294026
107,1.535509,15.000462373097736
