date,tag,comment,unit,reps,work dur.,pause btw. reps,sets,pause btw. sets,mvc,Work Level (% of mvc),Rest level (% of mvc)
2023-24-05 19:51:33,36946123&rot-int-der,,SI,1,7,0,3,120,-,-,-
